Proposed,TotalAccepted,GoodMove,BoltzmannMove,Rejected,F(Q),Enthalpy,χ²
71600000,49708126,25208466,24499660,21891874,17.968678,-3.786985,-1895665.470000
71700000,49778560,25243732,24534828,21921440,18.199265,-3.787157,-1895715.688000
71800000,49849458,25279288,24570170,21950542,18.184357,-3.787389,-1895834.256000
71900000,49920107,25314698,24605409,21979893,18.162807,-3.787332,-1895809.171000
72000000,49990750,25350254,24640496,22009250,18.370323,-3.787233,-1895726.895000
72100000,50061136,25385441,24675695,22038864,18.252747,-3.786951,-1895603.839000
72200000,50131852,25420912,24710940,22068148,18.424761,-3.787138,-1895670.814000
72300000,50202388,25456312,24746076,22097612,17.808765,-3.786975,-1895685.226000
72400000,50273008,25491598,24781410,22126992,18.078312,-3.787063,-1895687.087000
72500000,50343494,25527033,24816461,22156506,18.040826,-3.787281,-1895802.687000
72600000,50414046,25562359,24851687,22185954,17.889219,-3.787479,-1895925.650000
72700000,50484692,25597598,24887094,22215308,17.739613,-3.787511,-1895964.982000
72800000,50555241,25632916,24922325,22244759,18.145913,-3.787681,-1895986.917000
72900000,50625699,25668368,24957331,22274301,18.074790,-3.787622,-1895968.219000
73000000,50696257,25703601,24992656,22303743,18.209059,-3.787211,-1895741.333000
73100000,50766917,25739055,25027862,22333083,17.971879,-3.787461,-1895904.647000
73200000,50837613,25774304,25063309,22362387,17.924627,-3.787570,-1895965.696000
73300000,50908019,25809563,25098456,22391981,18.557299,-3.787605,-1895884.453000
73400000,50978759,25845032,25133727,22421241,18.175366,-3.787310,-1895796.661000
73500000,51049723,25880480,25169243,22450277,18.345207,-3.787518,-1895873.779000
73600000,51120150,25915763,25204387,22479850,18.056366,-3.787623,-1895971.462000
73700000,51190557,25950998,25239559,22509443,18.099490,-3.787612,-1895960.105000
73800000,51261183,25986341,25274842,22538817,18.400367,-3.787723,-1895968.094000
73900000,51331932,26021740,25310192,22568068,18.094714,-3.787720,-1896014.430000
74000000,51402442,26057057,25345385,22597558,17.997709,-3.787462,-1895900.025000
74100000,51473102,26092321,25380781,22626898,18.473743,-3.787945,-1896067.662000
74200000,51543465,26127609,25415856,22656535,18.195135,-3.788087,-1896182.502000
74300000,51613371,26162616,25450755,22686629,18.136781,-3.788087,-1896191.799000
74400000,51683918,26197978,25485940,22716082,18.243471,-3.788229,-1896246.398000
74500000,51750048,26231147,25518901,22749952,18.190621,-3.788249,-1896264.565000
74600000,51820253,26266315,25553938,22779747,18.303546,-3.788419,-1896332.731000
74700000,51890733,26301576,25589157,22809267,18.026140,-3.788126,-1896229.185000
74800000,51961525,26336873,25624652,22838475,17.891322,-3.787880,-1896126.328000
74900000,52032059,26371993,25660066,22867941,18.192525,-3.788060,-1896169.655000
75000000,52102814,26407384,25695430,22897186,18.375563,-3.788043,-1896132.390000
75100000,52173265,26442605,25730660,22926735,18.054694,-3.788124,-1896223.262000
75200000,52243883,26478096,25765787,22956117,18.072150,-3.788267,-1896291.818000
75300000,52314720,26513537,25801183,22985280,17.904301,-3.788126,-1896247.370000
75400000,52385280,26548764,25836516,23014720,18.160155,-3.788202,-1896245.725000
75500000,52455978,26584079,25871899,23044022,17.873144,-3.788100,-1896239.166000
75600000,52526690,26619371,25907319,23073310,17.974005,-3.788197,-1896272.314000
75700000,52597427,26654947,25942480,23102573,18.081613,-3.788374,-1896344.169000
75800000,52667771,26690208,25977563,23132229,18.113525,-3.788250,-1896277.359000
75900000,52738451,26725609,26012842,23161549,18.021404,-3.788340,-1896336.615000
76000000,52808772,26760688,26048084,23191228,18.133474,-3.788131,-1896214.165000
76100000,52879301,26795942,26083359,23220699,18.125858,-3.788452,-1896376.488000
76200000,52949966,26831481,26118485,23250034,17.691522,-3.788590,-1896513.138000
76300000,53020402,26866542,26153860,23279598,18.100976,-3.788194,-1896250.862000
76400000,53090995,26901547,26189448,23309005,17.641995,-3.788039,-1896244.860000
76500000,53161788,26937091,26224697,23338212,18.238604,-3.788361,-1896312.997000
76600000,53232389,26972622,26259767,23367611,18.022744,-3.788558,-1896445.631000
76700000,53303171,27007941,26295230,23396829,18.052626,-3.788266,-1896294.379000
76800000,53373960,27043548,26330412,23426040,18.006142,-3.788452,-1896395.274000
76900000,53444775,27079104,26365671,23455225,17.864593,-3.788303,-1896342.359000
77000000,53515229,27114283,26400946,23484771,17.808878,-3.788347,-1896373.241000
77100000,53585920,27149687,26436233,23514080,17.926381,-3.788552,-1896457.659000
77200000,53656474,27185068,26471406,23543526,17.884558,-3.788414,-1896394.950000
77300000,53727171,27220364,26506807,23572829,17.933962,-3.788560,-1896460.646000
77400000,53797802,27255526,26542276,23602198,17.985361,-3.788242,-1896292.959000
77500000,53868459,27291017,26577442,23631541,18.121852,-3.788586,-1896444.046000
77600000,53939059,27326430,26612629,23660941,17.736682,-3.788191,-1896306.239000
77700000,54009645,27361792,26647853,23690355,17.869814,-3.788421,-1896401.547000
77800000,54080108,27397067,26683041,23719892,17.563183,-3.788394,-1896434.586000
77900000,54150965,27432608,26718357,23749035,17.712057,-3.788565,-1896497.891000
78000000,54221440,27467890,26753550,23778560,17.890296,-3.788488,-1896431.866000
78100000,54292048,27503281,26788767,23807952,17.961912,-3.788587,-1896469.506000
78200000,54362559,27538641,26823918,23837441,18.123473,-3.788623,-1896462.250000
78300000,54433322,27573985,26859337,23866678,17.987786,-3.788363,-1896353.522000
78400000,54503886,27609372,26894514,23896114,17.735153,-3.788556,-1896489.712000
78500000,54574639,27644899,26929740,23925361,17.384351,-3.788502,-1896517.463000
78600000,54645251,27680209,26965042,23954749,17.720084,-3.788571,-1896499.647000
78700000,54715444,27715087,27000357,23984556,17.662362,-3.788558,-1896502.073000
78800000,54785983,27750457,27035526,24014017,18.271518,-3.788839,-1896547.742000
78900000,54856809,27786015,27070794,24043191,17.809052,-3.788999,-1896700.393000
79000000,54926960,27820872,27106088,24073040,18.015717,-3.788659,-1896497.231000
79100000,54997585,27856158,27141427,24102415,17.962224,-3.788305,-1896327.860000
79200000,55068390,27891727,27176663,24131610,18.031145,-3.788723,-1896527.083000
79300000,55138953,27927093,27211860,24161047,17.775501,-3.788852,-1896631.819000
79400000,55209446,27962461,27246985,24190554,17.998419,-3.789039,-1896690.421000
79500000,55279740,27997549,27282191,24220260,17.573135,-3.788978,-1896726.585000
79600000,55350441,28032854,27317587,24249559,17.662809,-3.788749,-1896597.679000
79700000,55421318,28068244,27353074,24278682,17.740951,-3.788732,-1896576.677000
79800000,55491920,28103671,27388249,24308080,17.848995,-3.788773,-1896580.741000
79900000,55562429,28139127,27423302,24337571,17.992813,-3.789027,-1896685.188000
80000000,55633162,28174543,27458619,24366838,17.985116,-3.789022,-1896684.019000
80100000,55703765,28209937,27493828,24396235,17.955755,-3.788776,-1896565.534000
80200000,55773730,28244790,27528940,24426270,18.002664,-3.788916,-1896628.204000
80300000,55843281,28279580,27563701,24456719,17.973721,-3.788846,-1896597.557000
80400000,55913443,28314666,27598777,24486557,18.096445,-3.788921,-1896616.272000
80500000,55984212,28350056,27634156,24515788,18.059463,-3.788989,-1896655.812000
80600000,56054761,28385097,27669664,24545239,18.152813,-3.788563,-1896427.530000
80700000,56125537,28420734,27704803,24574463,18.252417,-3.788967,-1896614.603000
80800000,56196110,28455907,27740203,24603890,18.086718,-3.789013,-1896665.712000
80900000,56266710,28491066,27775644,24633290,17.976647,-3.788992,-1896670.473000
81000000,56336762,28526105,27810657,24663238,17.824826,-3.788991,-1896693.761000
81100000,56407378,28561382,27845996,24692622,17.659192,-3.789072,-1896760.164000
81200000,56477820,28596489,27881331,24722180,17.502214,-3.788748,-1896621.976000
81300000,56548732,28631992,27916740,24751268,18.169827,-3.788895,-1896591.557000
81400000,56618995,28667240,27951755,24781005,17.813423,-3.789299,-1896851.644000
81500000,56690181,28702644,27987537,24809819,17.790513,-3.788864,-1896635.369000
81600000,56760857,28737885,28022972,24839143,17.873084,-3.788982,-1896681.315000
81700000,56831698,28773278,28058420,24868302,17.885576,-3.789144,-1896760.866000
81800000,56902167,28808594,28093573,24897833,17.812972,-3.789131,-1896765.453000
81900000,56972746,28843886,28128860,24927254,18.054460,-3.789267,-1896795.886000
82000000,57043403,28879104,28164299,24956597,17.910459,-3.789152,-1896760.170000
82100000,57114122,28914354,28199768,24985878,17.804132,-3.788943,-1896672.588000
82200000,57184622,28949610,28235012,25015378,17.789343,-3.789092,-1896750.013000
82300000,57255390,28984932,28270458,25044610,18.037353,-3.788924,-1896626.800000
82400000,57325933,29020199,28305734,25074067,17.722797,-3.788823,-1896625.391000
82500000,57396530,29055696,28340834,25103470,18.211467,-3.789200,-1896737.712000
82600000,57467147,29091110,28376037,25132853,18.038497,-3.789131,-1896730.350000
82700000,57537393,29126175,28411218,25162607,17.974722,-3.789529,-1896940.109000
82800000,57607952,29161481,28446471,25192048,17.721618,-3.789250,-1896839.419000
82900000,57678470,29196668,28481802,25221530,17.838769,-3.789215,-1896804.697000
83000000,57749070,29231978,28517092,25250930,17.522630,-3.789178,-1896834.874000
83100000,57819979,29267581,28552398,25280021,17.711939,-3.789408,-1896920.488000
83200000,57868861,29291890,28576971,25331139,17.906469,-3.789243,-1896817.343000
83300000,57937775,29326463,28611312,25362225,17.640576,-3.789558,-1897006.665000
83400000,58008638,29361986,28646652,25391362,17.942814,-3.789837,-1897099.432000
83500000,58079285,29397177,28682108,25420715,17.979814,-3.789319,-1896833.961000
83600000,58149957,29432666,28717291,25450043,17.979806,-3.789289,-1896817.957000
83700000,58220667,29468013,28752654,25479333,17.933360,-3.789604,-1896984.035000
83800000,58291403,29503339,28788064,25508597,17.942937,-3.789611,-1896986.208000
83900000,58361891,29538490,28823401,25538109,17.461839,-3.789285,-1896897.598000
84000000,58432474,29573714,28858760,25567526,17.630199,-3.789141,-1896799.060000
84100000,58503076,29609023,28894053,25596924,17.962414,-3.789317,-1896835.406000
84200000,58573543,29644421,28929122,25626457,17.703342,-3.789675,-1897055.395000
84300000,58644144,29679602,28964542,25655856,17.981358,-3.789172,-1896759.936000
84400000,58714742,29715099,28999643,25685258,17.649670,-3.789512,-1896982.161000
84500000,58785376,29750360,29035016,25714624,17.811758,-3.790081,-1897242.022000
84600000,58856041,29785419,29070622,25743959,18.083996,-3.789633,-1896975.137000
84700000,58926679,29820835,29105844,25773321,17.603268,-3.789669,-1897068.067000
84800000,58997621,29856297,29141324,25802379,18.028266,-3.789865,-1897101.011000
84900000,59068266,29891732,29176534,25831734,17.678967,-3.790101,-1897272.791000
85000000,59139072,29927258,29211814,25860928,17.943936,-3.789992,-1897176.115000
85100000,59210076,29962715,29247361,25889924,17.685784,-3.790113,-1897278.036000
85200000,59280530,29997764,29282766,25919470,18.023953,-3.789581,-1896958.349000
85300000,59351105,30032990,29318115,25948895,17.978141,-3.789877,-1897113.443000
85400000,59421416,30068407,29353009,25978584,17.838684,-3.789991,-1897192.765000
85500000,59491818,30103598,29388220,26008182,17.672197,-3.789800,-1897122.964000
85600000,59562548,30139064,29423484,26037452,17.563982,-3.789773,-1897126.206000
85700000,59633154,30174350,29458804,26066846,17.489425,-3.789833,-1897167.873000
85800000,59703571,30209583,29493988,26096429,17.510815,-3.789798,-1897147.351000
85900000,59774583,30244735,29529848,26125417,17.937305,-3.789914,-1897138.722000
86000000,59845344,30280161,29565183,26154656,17.821892,-3.789944,-1897172.326000
86100000,59915874,30315281,29600593,26184126,17.586146,-3.789807,-1897140.126000
86200000,59986381,30350591,29635790,26213619,17.836783,-3.789878,-1897136.458000
86300000,60057297,30386068,29671229,26242703,17.661298,-3.790001,-1897224.789000
86400000,60128290,30421444,29706846,26271710,17.782007,-3.789914,-1897163.298000
86500000,60198710,30456728,29741982,26301290,17.814564,-3.789964,-1897183.090000
86600000,60269249,30491962,29777287,26330751,17.605580,-3.789884,-1897175.423000
86700000,60339900,30527275,29812625,26360100,17.737520,-3.790221,-1897323.898000
86800000,60410472,30562561,29847911,26389528,17.828884,-3.789968,-1897182.604000
86900000,60480846,30597736,29883110,26419154,17.713778,-3.789500,-1896966.235000
87000000,60551687,30633278,29918409,26448313,17.354375,-3.789967,-1897256.547000
87100000,60622355,30668651,29953704,26477645,18.149566,-3.790084,-1897190.991000
87200000,60693047,30704059,29988988,26506953,17.623988,-3.790258,-1897360.909000
87300000,60762993,30738813,30024180,26537007,17.722904,-3.789746,-1897088.525000
87400000,60833771,30774373,30059398,26566229,17.655288,-3.789975,-1897213.262000
87500000,60904526,30809665,30094861,26595474,17.770374,-3.789874,-1897145.667000
87600000,60975092,30845142,30129950,26624908,17.751197,-3.790225,-1897323.725000
87700000,61045745,30880215,30165530,26654255,17.892810,-3.789893,-1897135.215000
87800000,61116257,30915390,30200867,26683743,17.792673,-3.790022,-1897215.632000
87900000,61186580,30950730,30235850,26713420,17.796007,-3.790257,-1897332.903000
88000000,61257292,30986082,30271210,26742708,17.786913,-3.790130,-1897270.793000
88100000,61327913,31021574,30306339,26772087,17.852580,-3.790040,-1897215.371000
88200000,61398375,31056989,30341386,26801625,17.733961,-3.790149,-1897288.490000
88300000,61469122,31092318,30376804,26830878,17.884361,-3.790168,-1897274.536000
88400000,61540052,31128000,30412052,26859948,17.864611,-3.790451,-1897419.147000
88500000,61610792,31163512,30447280,26889208,17.639629,-3.790355,-1897406.399000
88600000,61681462,31198782,30482680,26918538,17.678900,-3.790253,-1897349.023000
88700000,61752382,31233934,30518448,26947618,17.861890,-3.790194,-1897290.701000
88800000,61823028,31269553,30553475,26976972,17.695681,-3.789985,-1897212.026000
88900000,61893474,31305013,30588461,27006526,18.138870,-3.790385,-1897343.566000
89000000,61964106,31340412,30623694,27035894,17.660719,-3.790466,-1897461.169000
89100000,62034860,31375727,30659133,27065140,17.899384,-3.790062,-1897218.645000
89200000,62105609,31411150,30694459,27094391,17.789271,-3.790202,-1897306.057000
89300000,62175999,31446479,30729520,27124001,17.869937,-3.790464,-1897424.935000
89400000,62246877,31481938,30764939,27153123,17.799793,-3.790312,-1897359.903000
89500000,62317417,31517141,30800276,27182583,17.713172,-3.790497,-1897465.937000
89600000,62388236,31552608,30835628,27211764,17.637797,-3.790491,-1897474.996000
89700000,62458900,31588021,30870879,27241100,17.850468,-3.790629,-1897510.477000
89800000,62529421,31623325,30906096,27270579,17.772609,-3.790617,-1897516.961000
89900000,62599950,31658531,30941419,27300050,17.319079,-3.790622,-1897591.195000
90000000,62670715,31694064,30976651,27329285,17.330466,-3.790589,-1897572.088000
90100000,62741198,31729312,31011886,27358802,17.371860,-3.790522,-1897532.334000
90200000,62811943,31764705,31047238,27388057,17.813272,-3.790746,-1897574.438000
90300000,62882846,31800368,31082478,27417154,17.544392,-3.790854,-1897671.254000
90400000,62953577,31835765,31117812,27446423,17.378602,-3.790449,-1897494.065000
90500000,63024342,31871078,31153264,27475658,17.435368,-3.790284,-1897402.742000
90600000,63094812,31906333,31188479,27505188,17.918519,-3.790560,-1897465.373000
90700000,63165638,31941696,31223942,27534362,17.664986,-3.790397,-1897423.540000
90800000,63236499,31977195,31259304,27563501,17.600166,-3.790457,-1897463.790000
90900000,63307282,32012674,31294608,27592718,17.729599,-3.790738,-1897584.290000
91000000,63378055,32048055,31330000,27621945,17.657511,-3.790714,-1897583.614000
91100000,63448628,32083501,31365127,27651372,18.074998,-3.790816,-1897569.166000
91200000,63452381,32085361,31367020,27747619,17.942372,-3.790696,-1897541.685000
91300000,63452381,32085361,31367020,27847619,17.941408,-3.790696,-1897541.685000
91400000,63473383,32095972,31377411,27926617,17.916500,-3.790901,-1897636.765000
91500000,63543973,32131278,31412695,27956027,17.695388,-3.790726,-1897583.596000
91600000,63614699,32166734,31447965,27985301,17.791018,-3.790689,-1897550.293000
91700000,63685452,32202003,31483449,28014548,18.067685,-3.790656,-1897490.088000
91800000,63756042,32237424,31518618,28043958,18.003212,-3.790708,-1897526.718000
91900000,63826973,32272990,31553983,28073027,17.732248,-3.791121,-1897775.972000
92000000,63897658,32308255,31589403,28102342,17.721163,-3.790704,-1897568.709000
92100000,63968354,32343621,31624733,28131646,17.719574,-3.790914,-1897674.099000
92200000,64038916,32378960,31659956,28161084,17.607680,-3.791094,-1897781.836000
92300000,64109462,32414113,31695349,28190538,17.520997,-3.790824,-1897659.807000
92400000,64180356,32449663,31730693,28219644,17.715716,-3.790952,-1897693.677000
92500000,64250785,32484832,31765953,28249215,17.609512,-3.790951,-1897709.941000
92600000,64321715,32520659,31801056,28278285,17.818128,-3.791277,-1897840.427000
92700000,64392403,32555764,31836639,28307597,17.809868,-3.791236,-1897821.469000
92800000,64462961,32591194,31871767,28337039,17.874531,-3.791418,-1897902.810000
92900000,64533757,32626634,31907123,28366243,17.734652,-3.791126,-1897777.914000
93000000,64604461,32662160,31942301,28395539,17.786075,-3.791319,-1897866.740000
93100000,64674878,32697216,31977662,28425122,17.405344,-3.790977,-1897754.727000
93200000,64745479,32732646,32012833,28454521,17.887394,-3.791230,-1897806.938000
93300000,64816036,32767953,32048083,28483964,17.837176,-3.791435,-1897917.855000
93400000,64886843,32803361,32083482,28513157,18.125810,-3.791430,-1897869.286000
93500000,64957734,32838828,32118906,28542266,17.731803,-3.791463,-1897947.206000
93600000,65028445,32874126,32154319,28571555,17.719917,-3.791319,-1897878.343000
93700000,65099231,32909517,32189714,28600769,17.504711,-3.791157,-1897829.321000
93800000,65169949,32944640,32225309,28630051,18.002730,-3.791229,-1897787.785000
93900000,65240572,32979870,32260702,28659428,17.913951,-3.791228,-1897800.454000
94000000,65311106,33015445,32295661,28688894,18.239615,-3.791521,-1897897.053000
94100000,65381715,33050857,32330858,28718285,17.715519,-3.791447,-1897942.095000
94200000,65452488,33086174,32366314,28747512,17.724813,-3.791340,-1897887.012000
94300000,65523235,33121487,32401748,28776765,17.844888,-3.791359,-1897877.339000
94400000,65593941,33156863,32437078,28806059,17.603767,-3.791272,-1897873.302000
94500000,65665038,33192629,32472409,28834962,17.809316,-3.791683,-1898045.569000
94600000,65735185,33227643,32507542,28864815,17.852649,-3.791879,-1898137.241000
94700000,65805973,33263284,32542689,28894027,17.491879,-3.791890,-1898199.091000
94800000,65876485,33298550,32577935,28923515,17.808674,-3.791764,-1898086.583000
94900000,65946992,33333836,32613156,28953008,17.831136,-3.791713,-1898057.286000
95000000,66017646,33369104,32648542,28982354,17.921449,-3.791779,-1898076.222000
95100000,66088646,33404713,32683933,29011354,17.909932,-3.791918,-1898147.623000
95200000,66159483,33440234,32719249,29040517,17.739904,-3.791724,-1898076.951000
95300000,66229775,33475225,32754550,29070225,17.827880,-3.791528,-1897964.971000
95400000,66300301,33510535,32789766,29099699,17.694721,-3.791654,-1898048.724000
95500000,66371043,33545913,32825130,29128957,17.733365,-3.791825,-1898128.560000
95600000,66441702,33581146,32860556,29158298,17.870577,-3.791700,-1898044.568000
95700000,66512494,33616707,32895787,29187506,18.092804,-3.791891,-1898105.359000
95800000,66583325,33652124,32931201,29216675,17.623214,-3.791645,-1898055.553000
95900000,66653683,33687140,32966543,29246317,17.754749,-3.791846,-1898135.981000
96000000,66724409,33722583,33001826,29275591,17.707580,-3.791826,-1898133.181000
96100000,66795244,33757966,33037278,29304756,17.766273,-3.791738,-1898079.721000
96200000,66865996,33793316,33072680,29334004,17.522122,-3.791807,-1898152.773000
96300000,66937179,33828973,33108206,29362821,17.626021,-3.792041,-1898253.739000
96400000,67007994,33864159,33143835,29392006,17.840496,-3.791768,-1898083.094000
96500000,67078708,33899521,33179187,29421292,17.802666,-3.791961,-1898185.803000
96600000,67149599,33935010,33214589,29450401,17.858044,-3.791926,-1898159.739000
96700000,67220379,33970446,33249933,29479621,17.749770,-3.791832,-1898129.485000
96800000,67290732,34005547,33285185,29509268,17.858925,-3.791628,-1898010.095000
96900000,67361526,34040867,33320659,29538474,17.592453,-3.791683,-1898079.608000
97000000,67431950,34076038,33355912,29568050,17.383763,-3.791693,-1898117.384000
97100000,67502260,34111254,33391006,29597740,17.827788,-3.791545,-1897973.323000
97200000,67572845,34146567,33426278,29627155,17.365645,-3.791711,-1898128.793000
97300000,67643441,34181616,33461825,29656559,17.950513,-3.791858,-1898111.451000
97400000,67714256,34216963,33497293,29685744,17.788622,-3.791723,-1898069.943000
97500000,67784815,34252161,33532654,29715185,17.789075,-3.791835,-1898127.056000
97600000,67855324,34287245,33568079,29744676,17.608549,-3.791802,-1898136.714000
97700000,67926152,34322499,33603653,29773848,17.725990,-3.791625,-1898029.326000
97800000,67996691,34357676,33639015,29803309,17.510970,-3.791616,-1898058.602000
97900000,68066502,34392613,33673889,29833498,17.613373,-3.791624,-1898046.650000
98000000,68137242,34428187,33709055,29862758,17.479180,-3.791911,-1898211.413000
98100000,68207869,34463615,33744254,29892131,17.750032,-3.791911,-1898169.244000
98200000,68278454,34499076,33779378,29921546,17.638243,-3.791933,-1898197.402000
98300000,68349213,34534661,33814552,29950787,17.598772,-3.792134,-1898304.162000
98400000,68419873,34570060,33849813,29980127,17.353274,-3.792348,-1898450.432000
98500000,68490395,34605312,33885083,30009605,17.689882,-3.792441,-1898444.206000
98600000,68561282,34640576,33920706,30038718,17.774584,-3.792019,-1898220.531000
98700000,68631875,34675928,33955947,30068125,17.905143,-3.792235,-1898307.206000
98800000,68702592,34711494,33991098,30097408,17.541946,-3.792186,-1898339.723000
98900000,68773128,34746793,34026335,30126872,17.556272,-3.792095,-1898290.693000
99000000,68843991,34782155,34061836,30156009,17.762555,-3.792222,-1898322.995000
99100000,68914692,34817467,34097225,30185308,17.605207,-3.792202,-1898337.858000
99200000,68985503,34852822,34132681,30214497,17.415513,-3.791884,-1898207.847000
99300000,69056149,34888211,34167938,30243851,17.826855,-3.792331,-1898367.565000
99400000,69126747,34923321,34203426,30273253,18.142454,-3.792454,-1898380.861000
99500000,69197347,34958594,34238753,30302653,17.644332,-3.792347,-1898403.980000
99600000,69267918,34993882,34274036,30332082,17.650504,-3.792153,-1898306.084000
99700000,69338623,35029100,34309523,30361377,17.406398,-3.792230,-1898382.561000
99800000,69409397,35064451,34344946,30390603,17.983693,-3.792470,-1898412.756000
99900000,69480132,35099779,34380353,30419868,17.973966,-3.792486,-1898422.320000
100000000,69550922,35135137,34415785,30449078,18.043539,-3.792556,-1898446.353000
100100000,69621457,35170509,34450948,30478543,17.884275,-3.792696,-1898541.776000
100200000,69692292,35205998,34486294,30507708,17.736446,-3.792623,-1898527.994000
100300000,69763010,35241175,34521835,30536990,17.908598,-3.792329,-1898353.939000
100400000,69833727,35276504,34557223,30566273,17.465463,-3.792060,-1898287.940000
100500000,69904410,35311850,34592560,30595590,17.823486,-3.792126,-1898265.285000
100600000,69974862,35347080,34627782,30625138,17.907346,-3.792282,-1898331.596000
100700000,70045182,35382361,34662821,30654818,17.690243,-3.792501,-1898474.205000
100800000,70115768,35417722,34698046,30684232,17.829723,-3.792301,-1898352.151000
100900000,70186519,35453195,34733324,30713481,17.754201,-3.792677,-1898552.262000
101000000,70257651,35488796,34768855,30742349,18.273495,-3.792702,-1898484.011000
101100000,70328320,35524215,34804105,30771680,17.833291,-3.792540,-1898471.188000
101200000,70398878,35559432,34839446,30801122,17.932496,-3.792657,-1898514.374000
101300000,70469766,35594820,34874946,30830234,17.844074,-3.792327,-1898363.358000
101400000,70540064,35629903,34910161,30859936,17.862729,-3.792581,-1898487.502000
101500000,70610564,35665143,34945421,30889436,17.666967,-3.792531,-1898492.818000
101600000,70680913,35700542,34980371,30919087,17.984870,-3.792939,-1898647.566000
101700000,70751580,35735829,35015751,30948420,17.880791,-3.792863,-1898625.981000
101800000,70822161,35771316,35050845,30977839,17.830814,-3.792699,-1898551.399000
101900000,70892930,35806882,35086048,31007070,17.813454,-3.792829,-1898619.166000
102000000,70963363,35842374,35120989,31036637,17.854515,-3.793022,-1898709.943000
102100000,71033870,35877648,35156222,31066130,17.793707,-3.792800,-1898607.743000
102200000,71104458,35912931,35191527,31095542,17.829665,-3.792929,-1898666.980000
102300000,71175323,35948482,35226841,31124677,17.814834,-3.792934,-1898671.892000
102400000,71245960,35983673,35262287,31154040,17.840676,-3.792885,-1898643.046000
102500000,71316828,36019060,35297768,31183172,17.768493,-3.792821,-1898621.281000
102600000,71387043,36054040,35333003,31212957,17.714629,-3.792669,-1898554.727000
102700000,71457954,36089532,35368422,31242046,17.696862,-3.792858,-1898652.044000
102800000,71529033,36125251,35403782,31270967,18.005384,-3.793072,-1898711.355000
102900000,71599634,36160443,35439191,31300366,17.993036,-3.792977,-1898665.657000
103000000,71670363,36195828,35474535,31329637,17.648612,-3.792936,-1898698.710000
103100000,71741151,36231336,35509815,31358849,17.935703,-3.792927,-1898650.434000
103200000,71811792,36266572,35545220,31388208,18.100190,-3.793181,-1898751.012000
103300000,71882452,36301869,35580583,31417548,18.020482,-3.793146,-1898746.293000
103400000,71953106,36337177,35615929,31446894,17.972559,-3.793177,-1898769.245000
103500000,72023930,36372740,35651190,31476070,17.788749,-3.793299,-1898858.756000
103600000,72094008,36408040,35685968,31505992,17.830557,-3.793417,-1898911.507000
103700000,72164558,36443305,35721253,31535442,17.913385,-3.793442,-1898911.114000
103800000,72235042,36478453,35756589,31564958,17.836106,-3.793061,-1898732.109000
103900000,72305594,36513827,35791767,31594406,17.830009,-3.793092,-1898748.553000
104000000,72376210,36549226,35826984,31623790,17.812529,-3.793221,-1898816.030000
104100000,72447029,36584654,35862375,31652971,17.972717,-3.793291,-1898825.894000
104200000,72517632,36619830,35897802,31682368,18.038949,-3.793460,-1898900.537000
104300000,72588219,36655125,35933094,31711781,17.988412,-3.793587,-1898971.899000
104400000,72658924,36690350,35968574,31741076,17.704805,-3.793568,-1899007.078000
104500000,72729591,36725646,36003945,31770409,17.882036,-3.793576,-1898983.039000
104600000,72799913,36760702,36039211,31800087,17.853410,-3.793549,-1898974.308000
104700000,72870833,36796123,36074710,31829167,17.932568,-3.793232,-1898803.017000
104800000,72941621,36831692,36109929,31858379,17.601986,-3.793194,-1898835.189000
104900000,73012225,36867136,36145089,31887775,17.528488,-3.793435,-1898967.696000
105000000,73082827,36902354,36180473,31917173,17.687202,-3.793443,-1898946.977000
105100000,73153593,36937786,36215807,31946407,17.649303,-3.793414,-1898938.226000
105200000,73224193,36973101,36251092,31975807,17.611440,-3.793358,-1898916.061000
105300000,73295055,37008751,36286304,32004945,17.586789,-3.793401,-1898941.787000
105400000,73365608,37044016,36321592,32034392,17.681103,-3.793309,-1898880.493000
105500000,73436269,37079328,36356941,32063731,17.595765,-3.793282,-1898880.629000
105600000,73506832,37114827,36392005,32093168,17.884938,-3.793267,-1898827.944000
105700000,73577650,37150204,36427446,32122350,17.781920,-3.793063,-1898741.524000
105800000,73648454,37185528,36462926,32151546,17.919873,-3.793192,-1898784.807000
105900000,73719291,37221039,36498252,32180709,17.331117,-3.793030,-1898795.397000
106000000,73790115,37256521,36533594,32209885,17.816552,-3.793209,-1898809.198000
106100000,73860715,37291792,36568923,32239285,18.008281,-3.793309,-1898829.490000
106200000,73931616,37327241,36604375,32268384,17.547202,-3.793130,-1898812.117000
106300000,74002490,37362854,36639636,32297510,17.561022,-3.793337,-1898914.084000
106400000,74072897,37397925,36674972,32327103,17.782495,-3.793423,-1898922.312000
106500000,74143440,37433197,36710243,32356560,17.632478,-3.793736,-1899102.171000
106600000,74213808,37468514,36745294,32386192,17.340663,-3.793407,-1898983.024000
106700000,74284562,37503941,36780621,32415438,17.574159,-3.793466,-1898975.991000
106800000,74355188,37539328,36815860,32444812,17.546179,-3.793593,-1899044.238000
106900000,74425862,37574599,36851263,32474138,17.636806,-3.793408,-1898937.116000
107000000,74496612,37609968,36886644,32503388,17.587527,-3.793649,-1899065.559000
107100000,74567218,37645087,36922131,32532782,17.703231,-3.793328,-1898886.783000
107200000,74638052,37680867,36957185,32561948,17.383251,-3.793605,-1899075.767000
